title,total_revenue
Miss Sloane,3500605
King's Ransom,3500000
An Inconvenient Sequel: Truth to Power,3496795
The Good Thief,3494009
What If,3493000
The To Do List,3491669
The Beach Bum,3487204
Triangle of Sadness,3485613
Disobedience,3480702
Heartbreakers,3467695
Til Death Do Us Part,3455267
First Reformed,3448256
"Juliet, Naked",3444895
Bill & Ted Face the Music,3437791
Mommy,3435307
Bad Samaritan,3435047
The Grand Seduction,3430018
Moonage Daydream,3418336
Laal Singh Chaddha,3402264
Indignation,3401155
Everybody Wants Some!!,3400278
Operation Fortune: Ruse de guerre,3398095
Like Crazy,3395391
Someone Like You,3387352
Nitro Circus: The Movie,3372424
Family Camp,3362931
Echo in the Canyon,3355266
Blindness,3351751
Emperor,3346265
The King's SpeechPG-13 Version,3344306
The Outfit,3343000
Harsh Times,3337931
Rize,3336391
Veronica Mars: The Movie,3322127
Stand Up Guys,3310031
Things We Lost in the Fire,3287315
Atlas Shrugged II: The Strike,3286337
Raees,3262954
October Baby2012 Re-release,3259179
Before I Go to Sleep,3242457
Catfish,3237343
Sing Street,3237118
The Mermaid,3232685
Aliens of the Deep,3230475
A Day Without a Mexican,3223432
2.0,3222000
The Jane Austen Book Club,3218171
Bully2012 Re-release,3215841
Anything Else,3212310
Water2006 Re-release,3209671
7 Days in Entebbe,3189220
Grizzly Man,3178403
Keeping Up with the Steins,3176722
Resurrecting the Champ,3172573
Enemy at the Gates,3164901
'83,3157346
The Fifth Estate,3154931
Our Kind of Traitor,3153157
Voyagers,3148177
The Girl Who Believes in Miracles,3146712
The Sisters Brothers,3143056
Sgt. Stubby: An American Hero,3140677
Birthday Girl,3136000
Rosewater,3128841
Compadres,3127773
Raiders of the Lost Ark2012 IMAX Release,3125613
Close Encounters of the Third Kind2017 Re-release,3100479
The Ultimate Gift,3098000
The Ex,3092904
Illegal Tender,3075065
Nowhere in Africa,3069090
Ladrones,3063505
The Guru,3051221
Jab Tak Hai Jaan,3047539
Last Ounce of Courage,3044114
From Prada to Nada,3033623
Colossal,3028006
Whitney,3026351
Impostor,3023000
Rock the Kasbah,3020664
Top Gun2013 3D Release,3018873
Honey Boy,3012616
Made for More,2999134
Miss Potter,2978905
My Boyfriend's Meds,2971116
The Empty Man,2965222
Anthropoid,2964845
Albert Nobbs,2964445
In a World...,2963902
Isn't She Great,2962465
Gracie,2956339
The Last Full Measure,2949212
Supercross,2941421
The Polar Express2006 IMAX Release,2940722
Pokémon 3 the Movie: Spell of the Unown,2931188
Ingrid Goes West,2925061
Choke,2905923
Pandas,2892597
Friends 25th: The One With The Anniversary,2884827
The Magdalene Sisters2003 Re-release,2880428
K.G.F: Chapter 2,2874000
Laurel Canyon,2873921
Saaho,2872057
The Other Side of the Door,2868200
God Bless the Broken Road,2857157
American Animals,2856739
Filly Brown,2850357
Letters to God,2848578
Thoroughbreds,2830775
The Identical,2827666
The Fluffy Movie: Unity Through Laughter,2827393
L'auberge espagnole2003 Re-release,2826604
La mujer de mi hermano,2808241
Barfi!,2804874
Green Room,2803545
Breaking,2800052
Youth,2789478
La boda de Valentina,2783739
The Diving Bell and the Butterfly,2782610
How to Lose Friends & Alienate People,2778242
Benji: Off the Leash!,2777387
Citizenfour,2754769
Amy,2733000
Kalank,2729336
The Good Lie,2722209
My Cousin Rachel,2716368
Chéri,2715657
Everything Must Go,2711643
The Pyramid,2709280
Downfall,2703400
The History Boys,2700004
The Lives of Others,2678000
Tod@s Caen,2670925
Bharath Ane Nenu,2663090
Everybody Knows,2660165
Chi-Raq,2653031
Dream Horse,2633200
Floyd Mayweather vs. Conor McGregor,2620183
The Card Counter,2609490
Girl in Progress,2609412
Qué León,2606285
Captivity,2598000
N-Secure,2595644
Gully Boy,2590048
He Named Me Malala,2587248
A Question of Faith,2587072
Captive,2583301
Land,2582885
Rachel Getting Married,2578718
After Dark's Horror Fest: 8 Films to Die For,2575000
Finding You,2572791
To Save a Life,2569955
The Worst Person in the World,2565416
Honk for Jesus. Save Your Soul.,2558150
Sooryavanshi,2557161
Dragon Ball Z: Battle of Gods,2553002
Kapoor & Sons,2545315
Disney's Newsies: The Broadway Musical!,2545060
Man on the Train,2541670
Ruby Sparks,2540106
Sin Nombre,2536665
IN OUR HANDS: Battle for Jerusalem,2534370
Do It Like An Hombre,2534252
Pig,2531369
Bucky Larson: Born to Be a Star,2529395
Here Today,2528413
You Were Never Really Here,2528078
Words on Bathroom Walls,2526280
Om Shanti Om,2520000
The Dreamers,2515202
Grace Unplugged,2507201
Studio 666,2505768
The Polar Express2007 IMAX Release,2483757
Suspiria,2483472
My One and Only,2479538
Kick,2472695
LBJ,2470979
Tulip Fever,2455635
The Sapphires,2450867
Kill the Messenger,2450846
Pawn Sacrifice,2436635
Freddy Got Fingered,2436530
The Homesman,2421732
Mistress America,2419443
Mary and the Witch's Flower,2418404
The Disappointments Room,2414078
The Art of Self-Defense,2410914
Arctic2019 Re-release,2409826
T2 Trainspotting,2402004
Hillsong: Let Hope Rise,2394386
I'm in Love with a Church Girl,2387730
Twilight/New MoonDouble Bill,2385237
Bring the Soul: The Movie,2383604
Dear Zindagi,2376479
Pieces of April,2376152
The Dancer Upstairs,2366864
"My People, My Country",2356683
Never Let Me Go,2342791
1991,2342264
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2336588
Papillon,2335896
Trance,2322593
Bobby Jones: Stroke of Genius,2316418
Promare,2313565
A Aa,2313043
The Resurrection of Gavin Stone,2303792
Lamb,2303030
The Eyes of Tammy Faye,2294334
The Killing of a Sacred Deer,2291901
The Nightmare Before Christmas2020 Re-release,2286000
Mack & Rita,2283493
Collide,2280004
The East,2274649
Adam,2272688
Super 30,2269878
The Fall,2266905
Metallica Through the Never,2265876
Faustina: Love and Mercy,2243180
2 States,2238174
Rabbit Hole,2229058
Perfume: The Story of a Murderer,2223293
At Eternity's Gate,2220777
Jeepers Creepers III,2216011
The Cooler,2211949
You Kill Me,2204000
The Lovers,2194521
Oldboy,2193658
Ghajini,2192682
Ong-Bak: The Thai Warrior,2188011
Jem and the Holograms,2184640
Anchorman 2: The Legend ContinuesR-Rated Extended Cut,2184339
Gone with the Wind2019 Re-release,2176120
Total Dhamaal,2167632
The Patriarch,2156047
"Paris, je t'aime",2153563
Paterson,2152738
Words and Pictures,2145446
Brad's Status,2133158
Gloria,2122626
Half Brothers,2119650
Intimate Strangers,2110589
Housefull 4,2109160
DysFunktional Family,2100964
Umma,2093961
Bang Bang,2089176
I'm Not Ashamed,2082980
The Wizard of Oz2019 Re-release,2076020
Spectacle,2065487
The Fall of the American Empire,2059945
Singh Is King,2043398
We Don't Live Here Anymore,2041014
Redbelt,2040000
I Love You Phillip Morris,2037459
E.T. the Extra-Terrestrial2022 Re-release,2027150
Is Anybody There?,2026756
The Immigrant,2025328
Puccini: Tosca,2023749
Luce,2010613
Good Time,2009484
Crimes of the Future,2007927
Assassination Nation,2005142
Chhichhore,2004400
Desierto,2002036
The Front Runner,2000105
Greater,2000093
Coffee and Cigarettes,1999009
The Lord of the Rings: The Two Towers2003 Re-release,1996832
Mostly Martha,1995570
Oliver Twist,1987287
Gigi & Nate,1985481
Detective Chinatown 2,1983984
Demolition,1978592
Alien2003 Director's Cut,1978116
G,1974229
Margot at the Wedding,1959420
Cake,1951776
Badrinath Ki Dulhania,1934699
Ek Tha Tiger,1918920
Shin Godzilla,1918403
Everybody Loves Somebody,1915789
Old Fashioned,1914090
A Bigger Splash,1904855
A Sound of Thunder,1897575
Game of Thrones Season 4 Finale,1896092
Pope Francis: A Man of His Word,1895050
The Mighty Macs,1891936
Mr. Malcolm's List,1891215
Verdi: La Traviata,1882931
Racetime,1875283
My Old Lady,1874424
Legend,1872994
Badla,1861000
Radhe Shyam,1860000
Armageddon Time,1853050
Then She Found Me,1852185
Patterns of Evidence: Exodus,1851152
The Personal History of David Copperfield,1850345
Harrison's Flowers,1844610
Henry Poole Is Here,1836515
Bodyguard,1834384
Crooked Arrows,1832541
Toilet: A Love Story,1830715
Neil Young: Heart of Gold,1828069
Stone,1810078
Queen Bees,1809633
3 from Hell,1809226
The Secret Lives of Dentists,1806745
The Other Side of Heaven 2: Fire of Faith,1806140
Talaash,1804287
The Wall,1803064
Piku,1801807
M.S. Dhoni: The Untold Story,1801550
Free Fire,1799312
Is Genesis History?,1796182
Trailer Park Boys: The Movie,1793000
My All-American,1793000
Somewhere,1785645
Son of Rambow,1785505
Elf2020 Re-release,1785000
The Vatican Tapes,1784763
The Last Word,1783421
The Door in the Floor,1774340
Vikram,1770000
The Wretched,1768107
Puccini: La Bohème,1764201
Step Into Liquid,1763440
A Better Life,1759252
Flipped,1755212
The Good House,1747055
Luther,1744000
Show Me the Father,1743003
Find a Boyfriend for My Wife... PLEASE!,1741889
Emily the Criminal,1738780
Billy Lynn's Long Halftime Walk,1738477
A Hidden Life,1730597
Harry  Potter IMAX Marathon,1729226
Grandma,1728891
The Lodge,1724781
Profile,1720880
Everything Is Illuminated,1712337
"To Joey, with Love",1709073
The Polar Express2008 IMAX Release,1705694
Stoker,1703125
Menashe,1703036
Unfinished Song,1702668
Clifford's Really Big Movie,1700976
Goodbye Christopher Robin,1699638
State Property: Blood on the Streets,1691706
Race 3,1690861
Fan,1689879
Slamma Jamma,1687000
City of God,1686715
Mambo Italiano2003 Re-release,1683000
Winnie the Pooh: Blood and Honey,1676883
Full Frontal,1676459
Pad Man,1670192
When Harry Met Sejal,1664648
Factory Girl,1661464
Back To The Future DayTriple Bill,1650000
Marci X,1648818
The Letters,1647416
Battle for Terra,1647083
Art School Confidential,1646000
Kites,1643486
Waves,1639700
A Private War,1633208
The Beatles: Eight Days a Week - The Touring Years,1624120
The Aftermath,1618497
Singin' in the Rain2012 Re-release,1608925
Verdi: Aida,1595902
The Chosen Season 3 Finale,1588362
Neerja,1585687
Professor Marston & the Wonder Women,1584759
Home Run,1582000
Infamous,1580478
Race 2,1579940
The Stray,1579440
"New York, I Love You",1578715
Infinite Storm,1572790
Red Joan,1564808
A Late Quartet,1562548
Maria Full of Grace,1560000
The Rental,1558996
Persecuted,1558836
Jolly LLB 2,1554222
BloodRayne,1550000
A Ghost Story,1546766
Year of the Dog,1540141
Destroyer,1533324
Delhi Belly,1532594
Trust the Man,1529687
Kon-Tiki,1517410
Jane Got a Gun,1513793
The Dark Knight2012 Re-release,1513086
Running the Bases,1509586
Batman Begins2012 Re-release,1508658
Politics,1503052
Priceless,1499605
Wild Rose,1496263
Y cómo es él?,1492935
Mully,1489771
Exit Wounds,1488525
The King's Daughter,1485801
The Kashmir Files,1485000
Night Watch2005 Re-release,1478253
The Joneses,1475746
Star Wars: Episode V - The Empire Strikes Back2020 Re-release,1467000
The Many Saints of Newark,1458903
2000 Mules,1458596
Paradise Now,1457843
Nowhere Boy,1457248
Thugs of Hindostan,1449848
I,1449232
Blade RunnerThe Final Cut (2007 re-release),1448229
Genesis: Paradise Lost,1443926
"Don't Worry, He Won't Get Far on Foot",1441705
It's a Wonderful Life75th Anniversary,1439643
Rab Ne Bana Di Jodi,1431843
Twins 2,1431255
I Hope They Serve Beer in Hell,1429299
The Art of Getting By,1427954
Princess Mononoke2018 Re-release,1423877
Northfork,1419978
Finding Your Feet,1418682
Fed Up,1412871
The Wedding Plan,1412404
The Lord of the Rings: The Fellowship of the Ring2003 Extended Edition,1412195
Saving Private Perez,1400726
El Chicano,1400603
The Godfather2022  Re-release,1383434
X Games 3D: The Movie,1381748
Girl Most Likely,1378591
Evelyn,1377031
Spider,1367067
Rogue One: A Star Wars Story2022 Re-release,1362414
The Devil's Double,1361512
Genius,1361045
Gimme Shelter,1359910
The Wandering Earth II,1355000
Veronica Guerin,1354476
Town & Country,1352778
The Cokeville Miracle,1348456
One Night at McCool's,1344093
102 Not Out,1343797
Snow Flower and the Secret Fan,1343069
Spoiler Alert,1341127
Wonder Wheel,1339954
"It's Not You, It's Me",1339911
The Little Prince,1339152
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,1338491
The Neon Demon,1333124
The Abandoned,1332000
Nicholas Nickleby,1328242
The Ultimate Life,1327841
The Dinner,1323312
Spirited Away2019 Re-release,1322927
Baaghi 2,1319579
The Lion King2002 IMAX Release,1318742
Happy Endings,1315701
The Kings of Summer,1315590
The Good German,1308696
The Forsaken,1305352
The Way2010 Re-release,1304364
Mozart: Così fan tutte,1302949
Dhoom 2,1298476
Another Earth,1297710
Funny Games,1294919
Pilgrim's Progress,1294596
The Brothers,1294117
Scoundrel,1291828
No Safe Spaces,1291202
2001: A Space Odyssey2018 Re-release,1283820
The Sense of an Ending,1274421
Paper Heart,1274062
Asterix: The Secret of the Magic Potion,1271953
'71,1270847
Mohenjo Daro,1264339
Chonda Pierce: Enough,1260116
McQueen,1257275
Bharat,1252300
"For a Good Time, Call...",1251749
3 idiotas,1249233
Massenet: Cendrillon,1243306
While We're Young,1241876
Girl Rising,1241601
Enron: The Smartest Guys in the Room,1240593
Slow Burn,1237615
Scott Pilgrim vs. the World10th Anniversary (2021 Re-release),1236775
Stories We Tell,1235285
True to the Game,1231040
Steve McQueen: American Icon,1229782
Fear,1227702
BTS World Tour 'Love Yourself: Speak Yourself' (The Final) Seoul Live Viewing,1226552
High Life,1225852
Child 44,1224330
The Man Who Knew Infinity,1218646
The Wedding Weekend,1215045
Grease2018 Re-release,1213413
Beautifully Broken,1208925
Woman Thou Art Loosed: On the 7th Day,1206683
C'mon C'mon,1205693
An Interview with God,1201434
Beyond the Mask,1200220
Saint-Saëns: Samson et Dalila,1195758
F3: Fun and Frustration,1195000
Me and Orson Welles,1190003
Repentance,1189612
Kingdom Men Rising,1188936
Kill the Irishman,1188194
Los Domirriqueños 2,1187280
The Tailor of Panama,1187212
Dylan Dog: Dead of Night,1186538
Ek Ladki Ko Dekha Toh Aisa Laga,1182636
Vikram Vedha,1178041
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,1176781
Empire of Light,1176209
Spirited Away2018 Re-release,1175067
Black Sea,1171559
Verdi: Luisa Miller,1166858
The Lords of Salem,1165882
Bee Season,1164349
Miss You Already,1162653
Romeo and Juliet,1162635
The Final Season,1159691
Lean on Pete,1159148
Where Hope Grows,1156000
Casablanca2011 Re-release,1155330
Ek Main Aur Ekk Tu,1154063
"DCI 2019: Big, Loud & Live 16",1149380
2 Hearts,1147648
My Neighbor Totoro2018 Re-release,1144649
Joe Bell,1141947
Western Stars,1141681
Osama,1140570
Goodnight Mommy,1140148
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,1134786
Lady Macbeth,1129408
Hector and the Search for Happiness,1124445
Wazir,1124045
Kai Po Che,1122527
Spirited Away2017 Re-release,1119679
Papa Hemingway in Cuba,1115615
Donizetti: L'Elisir d'Amore,1115018
Playmobil: The Movie,1115008
Macbeth,1110707
The U.S. vs. John Lennon,1109146
My Neighbor Totoro2019 Re-release,1105564
Silk,1103074
The Heart Specialist,1103037
The Insanity of God,1102525
Moses,1099596
Watcher,1096967
The Assistant,1096254
The Squid and the Whale,1090000
Step,1081116
"Bless Me, Ultima",1076736
Tees Maar Khan,1076443
Sword Art Online The Movie: Ordinal Scale,1075833
Merci pour tout,1073969
Together with You,1073392
Undiscovered,1069318
The Machinist,1068146
Me and You and Everyone We Know,1068000
Peaceful WarriorLimited Domestic Release,1066748
The Oogieloves in the Big Balloon Adventure,1065907
Thanks for Sharing,1065881
The Triplets of Belleville,1065227
Caramel,1055580
Elvis & Nixon,1055284
Three Burials,1053000
Titane,1050157
Haider,1048143
The Remaining,1047220
Princess Mononoke2019 Re-release,1046446
Leonard Cohen: I'm Your Man,1044254
Buried,1044143
Skinamarink,1042916
The Last Shift,1042820
Relic,1042492
Wonderstruck,1041970
The Dark Crystal2018 Re-release,1036956
The Souvenir,1036737
Zero,1035388
Rossini: Semiramide,1033651
Jug Jugg Jeeyo,1033000
A Home at the End of the World,1029872
Before the Rains,1029655
Bennett's War,1025991
Love and Monsters,1025377
Hard Candy,1024640
Casablanca2017 Re-release,1024560
Attack the Block,1024175
Puccini: La Fanciulla del West,1023233
5 Flights Up,1020921
50 to 1,1019363
Guzaarish,1017335
Coldplay: Music of the Spheres: Live Broadcast from Buenos Aires,1015000
Perfect Strangers,1014507
Stalingrad,1013945
Hotchpotch Again,1013893
Marianne & Leonard: Words of Love,1012034
Jay and Silent Bob Reboot,1011305
Elvis: The Comeback Special,1010657
The Grace Card,1010000
Yu-Gi-Oh!: The Dark Side of Dimensions,1009582
Big Stone Gap,1009301
Kiki's Delivery Service2019 Re-release,1004057
From Up on Poppy Hill,1002895
Friendship,999033
Fast Food Nation,994101
Talk to Her2002 Re-release,993833
Tomcats,993608
Labyrinth2018 Re-release,993336
Maybe I Do,992152
The Contractor,990715
Little Italy,990230
Cassandra's Dream,973018
Jesus Is King,973000
Assassination Tango,972521
Becky,971444
The Beaver,970816
Clerks III,968053
Last Flag Flying,965481
The Jesus Music,963684
The Nightmare Before Christmas2009 3D Release,962377
Diary of the Dead,958961
The Dawn Wall2018 Re-release,952529
The Fighting Preacher,951150
More Than a Game,950675
Shattered Glass,947718
The Beatles: Get Back - The Rooftop Concert,944024
American Teen,942441
Ghost in the Shell 2: Innocence,941344
Neruda,939101
Emily,935360
Faith of Our Fathers,930671
Breaking and Entering,930469
Tubelight,930058
White Christmas2018 Re-release,928298
Made in China,921738
Kirk Cameron: Connect,918127
Broker,913137
The Wizard of Oz2009 NCM Fathom Event,910000
Wildlife,907113
Minari,905634
Veer-Zaara,903000
Kedarnath,901131
The Brothers Solomon,900926
Kinky Boots the Musical,900451
Separate Lies,897206
September Dawn,893000
Any Body Can Dance 2,891472
Aftersun,890384
Believe,890303
Nomadland,890000
Mafia Inc,889858
Looking for Comedy in the Muslim World,888975
District B13,886000
Speak Bachchan,885925
My Love,885574
Princess Kaiulani,883887
Gentleman,881537
Journey to the West: The Demons Strike Back,880346
Delhi-6,879913
The Hunting Party,876769
The Polar Express2017 IMAX Release,875150
Control,872252
Goodbye Solo,870781
Darker Than Night,870063
My Blueberry Nights,867275
In the Earth,867159
Howl's Moving Castle2019 Re-release,865647
Ladies in Lavender,865004
Meet the Patels,864572
All My Life,862763
Detective Jagga,861740
Strangers with Candy,860000
Kirk Cameron's Saving Christmas,859246
Nicotina,859234
The Work and the Glory II: American Zion,858163
Thr3e,858000
Song of the Sea,857522
The Cove,856985
Steel Magnolias2019 Re-release,855421
Skinwalkers,854000
El vacilón: The Movie,850624
Nico Muhly: Marnie,849710
I Hate Luv Storys,847993
Chocolat,846416
Find Me Guilty,844000
Tea With the Dames,843168
Johnny Cash: The Redemption of an American Icon,840580
BANDSTAND: The Broadway Musical on Screen,839554
Alien2019 Re-release,833658
Arctic Tale,833532
Schindler's List2018 Re-release,833050
Acharya,832000
Après Vous,830292
Raising Victor Vargas,826770
Premam,826352
Close,824753
Sarileru Neekevvaru,821000
Martha Marcy May Marlene,820993
The Lord of the Rings: The Return of the King2011 Re-release,818580
Like Arrows,817990
Saw10th Anniversary Release,815324
Mirai,812794
I.O.U.S.A.,812791
Fire of Love,811685
Medieval,810000
The Boys Are Back,809752
Don,805000
Let the Sunshine In,802778
The Tillman Story,802535
Just Visiting,800270
The Proposition,793873
Call Me by Your Name,791930
Met Opera: The Hours,791374
Made in India,790628
One Piece: Stampede,789506
Pokémon the Movie: The Power of Us,789170
Chonda Pierce: Unashamed,787979
Patti Cake$,785063
George Takei's Allegiance,784850
The Barbarian Invasions,784000
Little Children,784000
The Meddler2016 Re-release,782883
Student of the Year 2,778566
Honeyland,778392
Shortcut,778305
Rowdy Rathore,777373
Climax,776779
Layer Cake,769864
Personal Velocity,769679
Pariah,769552
The Lord of the Rings: The Fellowship of the Ring2011 Re-release,768580
The Devil Conspiracy,765820
Patterns of Evidence: Moses Controversy,765361
An Egg Rescue,765164
The Lord of the Rings: The Two Towers2011 Re-release,764607
Mubarakan,758868
Peepli [Live],757951
Coriolanus,757195
Border,755755
I Love Lucy: A Colorized Celebration,754323
Alone Yet Not Alone,754305
First Descent,750805
The Party,749827
Kurbaan,747473
99 Homes,746734
On Chesil Beach,745971
Saturday's Warrior,743980
Ask the Dust,743847
Lamb of God: The Concert Film,740039
The Game Changers,739711
The Revolution Has Begun,738525
And Now Ladies & Gentlemen,736812
Irreversible,735855
True to the Game 3,735854
After We Collided,735002
Middle Men,733447
Once I Was a Beehive,732655
Fade to Black,728802
The Mauritanian,727109
Toy Story2020 Re-release,727000
"Monsters, Inc.2020 Re-release",726000
Yves Saint Laurent,723593
Baaghi 3,721439
Wake Up Sid,718766
Revive Us 2,718607
Rocket Science,714943
The Little Stranger,713143
Blue Bayou,711175
Khoobsurat,710508
Raavan,708726
Canelo Alvarez vs. Gennady Golovkin II,707875
Vanguard,707830
The 11th Hour,707343
Holiday: A Soldier is Never Off Duty,706893
Monster Hunt 2,706153
The Santa Clause2020 Re-release,706000
The Exception,705963
"Men, Women & Children",705908
Possessor Uncut,703577
Countdown to Canelo vs. Golovkin,703396
Official Secrets,699446
Patterns of Evidence: The Red Sea Miracle,696191
Frankie & Alice2014 Re-release,695876
Blaze,695759
Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130
Delgo,694782
Chris Brown: Welcome To My Life,693984
The Polar Express2011 IMAX Release,691997
Titanic2017 Re-release,691642
Four Good Days,690846
Pootie Tang,690104
Fanboys,688529
The Caveman's Valentine,687194
Witnesses,686951
Mr. Church,685750
The Salton Sea,683893
Inside Deep Throat,683852
The Tale of The Princess Kaguya,682630
Vox Lux,681795
Shameless,679866
The Wolf and the Lion,679000
The King of Kong: A Fistful of Quarters,677914
Non-Fiction,676517
The Perfect Game,674609
The Trump Prophecy,671198
Imagine Me & You,669130
Elephant,666320
Beer for My Horses,666044
Echelon Conspiracy,665900
Walk With Me,665642
True to the Game 2,662867
American Honey,662786
The Secret of Kells,662192
Dragon Ball Z: Broly - The Legendary Super Saiyan,658982
The Concert,657986
Petite Maman,654227
Ponyo2018 Re-release,653072
After Dark's Horrorfest 2,653000
The Sky Is Pink,652592
Wilson,651219
Reservation,651096
El Jeremías,650465
Bhaag Milkha Bhaag,647112
Hasee Toh Phasee,646035
Pokémon the Movie: I Choose You!,645768
Saint Michael Meet the Angel,643828
Lizzie,642157
The Catcher Was a Spy,641681
We Are Family,638144
The Stoning of Soraya M.,637418
The Polar Express2012 IMAX Release,635470
Jonah: The Musical,631154
"The Prize Winner of Defiance, Ohio",627844
The Only Living Boy in New York,624332
Journey from the Fall,623544
Dirty Dancing2019 Re-release,622968
Ante Sundharaniki,621000
Embrace: The Documentary,620255
The Transformers,619597
Wolf Warrior 2,617175
The Sound of Music2018 Re-release,616171
Churchill,615252
National Lampoon's Christmas Vacation2020 Re-release,615000
Together Together,614532
The Mean One,612615
Sarah Landon and the Paranormal Hour,611000
Not Fade Away,610792
The Muppet Movie2019 Re-release,610475
The White Storm 2: Drug Lords,609461
Red Rocket,606949
Wrath/The Walking Dead/What's Your Story?/Fear the Walking Dead2018 NCM Fathom Event,605764
Chhapaak,604334
Mean Creek,603951
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,603894
Shin Ultraman,601490
The Signal,600896
The Grateful Dead Meet-Up 2018,600554
HIT: The 2nd Case,600000
Beauty and the Beast2000 IMAX Release,599231
Heroine,598668
Swept Away,598645
Cowboy Bebop: The Movie,598514
Our Friend,597374
Schultze Gets the Blues,595071
Blue Like Jazz,592960
To Kill a Mockingbird2019 Re-release,592237
Gangubai Kathiawadi,592000
Joni 75: A Birthday Celebration,591599
The Alpinist,588841
Bethany Hamilton: Unstoppable,587776
The Disappearance of Eleanor Rigby: Them,587774
Cuando Sea Joven,584519
Vera Drake,584000
Gleason,583664
Salinger,583633
W.E.,583455
Panga,582720
The Big Lebowski2018 Re-release,582585
Brick,578000
Mumbai Diaries,576639
House,575048
The Polar Express2010 IMAX Release,573843
The Public,573503
Freeheld,573335
A Tale of Love and Darkness,572212
Tommy's Honour,569306
The Future,567034
Cosmopolis,566903
The Maid,566393
The Cat Returns2018 Re-release,563718
Take a Shot,563479
Undefeated,562218
When Marnie Was There,561086
My Fair Lady2019 Re-release,560711
Tom and Jerry,560030
A Little Chaos,558173
Forrest Gump2014 IMAX Release,557683
Bitter Harvest,557241
Monster's Ball,556489
Of an Age,556065
Samaritan's Purse presents Facing Darkness,555533
Reprise,554826
The Girl Who Played with Fire,554000
Love Me If You Dare,553504
The Room2017 Re-release,549602
Fiddler: A Miracle of Miracles,549386
From Mexico with Love,548695
Remember,547009
After Ever Happy,545941
Anna and the Apocalypse,545597
The Last Vermeer,544924
American Pastoral,544098
Double Dhamaal,543646
Poolhall Junkies,543100
Guardians of the Galaxy2020 Re-release,542000
Jack Goes Boating,541992
Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,540707
Nobel Son,540382
Being Flynn,540152
A Brother's Love,539524
"Confess, Fletch",538874
Machine Gun Preacher,538690
By the Sea,538460
Followed,538179
The Addams Family2020 Re-release,536972
Pick of the Litter,534122
The Sparks Brothers,533265
The Virginity Hit,533128
Noah's Arc: Jumping the Broom,532874
Highway,529136
Obsession,528799
The Shipping News,528151
Kajillionaire,527465
Fireworks,525280
Long Weekend,525252
Castle in the Sky2018 Re-release,523664
Code Geass: Lelouch of the Re;Surrection2019 Re-release,522805
Welcome to Me,522736
Wild Nights with Emily,519487
Fairy Tail: Dragon Cry,519461
Madison,517262
Grave of the Fireflies,516962
The Sandlot2018 Re-release,516130
Finding Fanny,515393
Raw,514870
The Polar Express2009 IMAX Release,514354
The Big Ugly,514107
The Ten Commandments,514000
The One I Love,513447
Bullitt2018 Re-release,511350
Die Hard30th Anniversary Release,510241
Tracks,510007
Dom Hemingway,509530
Saving Private Ryan2019 Re-release,508694
On Any Sunday: The Next Chapter,507324
The Quintessential Quintuplets Movie,502000
Birds of Passage,501366
Monsters and Men,500101
Scatter My Ashes at Bergdorf's,498491
Whisper of the Heart2019 Re-release,498156
Detective Byomkesh Bakshy!,496864
Spell,496264
Nausicaä of the Valley of the Wind2019 Re-release,495770
The Inevitable Defeat of Mister & Pete,494608
Breathe,493183
The Polar Express2020 Re-release,492000
Bilal: A New Breed of Hero2018 Re-release,490973
The Boy and the Beast,490643
Phantom,489984
Joshua,482355
Lawrence of Arabia2019 Re-release,482281
DOA: Dead or Alive,480813
The Lost Medallion: The Adventures of Billy Stone,480226
Brotherly Love,478595
Tel Aviv on Fire,474565
Alex Rider: Operation Stormbreaker,474304
Beach Rats,473771
Jathi Ratnalu,470000
The Salesman,468957
DCI 2017 Tour Premeire,467817
Submarine,467602
Phillauri,467596
The Forgotten Carols,466613
The Legend of Johnny Lingo,466512
National Champions,464623
Puffs: Filmed Live Off Broadway,464483
Range 15,463397
Ava,462218
Panipat,461863
Christmas Jars,459462
South Pacific2018 Re-release,458000
The Children Act,457803
Thank You,455751
Crossing Over,455654
Guadalupe,455000
The Young Black Stallion,454416
For the Love of Money,453555
Only Yesterday2016 Re-release,453243
Howl's Moving Castle2022 Re-release,449564
Attack on Titan Part 1,449523
A Dirty Shame,449000
The Work and the Glory,448326
World War Z2021 Re-release,448000
Condorito: The Movie,447719
Circumstance,446740
Leap!,446502
Perfect Bl7 Re-release,446062
The Way Home,445267
Cruel Intentions2019 Re-release,445218
The Kid Stays in the Picture,445161
In Secret,444179
Porco Rosso2018 Re-release,443059
Teen Spirit,441366
No One Killed Jessica,440525
Baaghi,438207
Operation Red Sea,436059
Seberg,434702
The Holy Land,434399
DCI 2018 Tour Premeire,434008
I Want Your Money,433588
Shaandaar,433541
The Second Chance,432253
Brian and Charles,429100
Break Ke Baad,427628
The Limits of Control,426688
De De Pyaar De,425934
Killing Sarai,425332
One Piece Film: Gold,423593
Idiocracy,423482
